api_url,date,tags
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-5-hf-4-PO.html,08-08-2024_1548,glide-washingtondc-12-20-2023__patch5-hotfix4-08-06-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-4.html,06-01-2024_1036,glide-washingtondc-12-20-2023__patch4-05-23-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-10-hf-4-PO.html,04-20-2025_2148,glide-washingtondc-12-20-2023__patch10-hotfix4-04-15-2025
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-6-hf-2-PO.html,08-27-2024_1140,glide-washingtondc-12-20-2023__patch6-hotfix2-08-23-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-6.html,07-27-2024_1026,glide-washingtondc-12-20-2023__patch6-07-17-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-8.html,09-27-2024_0148,glide-washingtondc-12-20-2023__patch8-09-19-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-all-other-fixes.html,01-25-2024_1625,glide-washingtondc-12-20-2023__patch0-01-17-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-4-hf-2.html,07-15-2024_2316,glide-washingtondc-12-20-2023__patch4-hotfix2-07-08-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-5-hf-3-PO.html,08-02-2024_0329,glide-washingtondc-12-20-2023__patch5-hotfix3-07-30-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-5-hf-5-PO.html,09-09-2024_0923, glide-washingtondc-12-20-2023__patch5-hotfix5-09-08-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-10-hf-2.html,03-12-2025_0251, glide-washingtondc-12-20-2023__patch10-hotfix2-03-11-2025
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-10-hf-3b.html,05-23-2025_1940,glide-washingtondc-12-20-2023__patch10-hotfix3b-05-20-2025
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-5-hf-1.html,07-16-2024_1316,glide-washingtondc-12-20-2023__patch5-hotfix1-07-11-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-6-hf-3-PO.html,09-04-2024_0847,glide-washingtondc-12-20-2023__patch6-hotfix3-08-29-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-10-hf-3-PO.html,03-20-2025_0028, glide-washingtondc-12-20-2023__patch10-hotfix3-03-19-2025
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-10.html,01-31-2025_0756,glide-washingtondc-12-20-2023__patch10-01-15-2025
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-8-hf-2-PO.html,10-21-2024_1012,glide-washingtondc-12-20-2023__patch8-hotfix2-10-15-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-3-hf-3-PO.html,06-09-2024_2324,glide-washingtondc-12-20-2023__patch3-hotfix3-06-07-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-8-hf-1-PO.html,10-09-2024_1059,glide-washingtondc-12-20-2023__patch8-hotfix1-10-03-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-7-hf-1-PO.html,11-01-2024_1055, glide-washingtondc-12-20-2023__patch7-hotfix1-10-30-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-1-hf-2.html,03-31-2024_1047,glide-washingtondc-12-20-2023__patch1-hotfix2-03-27-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-1-hf-1.html,03-21-2024_1424,glide-washingtondc-12-20-2023__patch1-hotfix1-03-20-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-0-hf-1.html,02-02-2024_1052,glide-washingtondc-12-20-2023__patch0-hotfix1-02-01-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-1.html,03-09-2024_0815,glide-washingtondc-12-20-2023__patch1-02-28-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-5.html,06-26-2024_1335,glide-washingtondc-12-20-2023__patch5-06-21-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-4-hf-1.html,06-17-2024_2231,glide-washingtondc-12-20-2023__patch4-hotfix1-06-10-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-security-notables.html,01-25-2024_1625,glide-washingtondc-12-20-2023__patch0-01-17-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-3.html,05-06-2024_1747,glide-washingtondc-12-20-2023__patch3-04-25-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-7b-hf-1-PO.html,11-20-2024_1649,glide-washingtondc-12-20-2023__patch7b-hotfix1-11-14-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-10-hf-4b-PO.html,07-13-2025_0705,glide-washingtondc-12-20-2023__patch10-hotfix4b-07-13-2025
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-7.html,08-31-2024_1809,glide-washingtondc-12-20-2023__patch7-08-21-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-9.html,11-26-2024_1946,glide-washingtondc-12-20-2023__patch9-11-20-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-2-hf-1.html,04-17-2024_1014,glide-washingtondc-12-20-2023__patch2-hotfix1-04-15-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-2.html,04-06-2024_1138,glide-washingtondc-12-20-2023__patch2-03-27-2024
https://servicenow-be-prod.servicenow.com/api/bundle/washingtondc-release-notes/page/release-notes/quality/washingtondc-patch-5-hf-2-PO.html,07-26-2024_2048,glide-washingtondc-12-20-2023__patch5-hotfix2-07-24-2024
