api_url,date,tags
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-8-hf-1-PO.html,04-14-2025_2301,glide-xanadu-07-02-2024__patch8-hotfix1-04-10-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-4b-hf-1-PO.html,02-23-2025_2130,glide-xanadu-07-02-2024__patch4b-hotfix1-02-20-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-7b-hf-1.html,05-22-2025_2350,glide-xanadu-07-02-2024__patch7b-hotfix1-05-20-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-4b-hf-2.html,03-04-2025_0721, glide-xanadu-07-02-2024__patch4b-hotfix2-02-27-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-6-hf-1-PO.html,_03-28-2025_0050,glide-xanadu-07-02-2024__patch6-hotfix1-03-24-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-8-hf-3-PO.html,05-05-2025_2003,glide-xanadu-07-02-2024__patch8-hotfix3-05-02-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-7-hf-1-PO.html,04-02-2025_1342, glide-xanadu-07-02-2024__patch7-hotfix1-04-01-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-6-hf-2-PO.html,04-07-2025_0716,glide-xanadu-07-02-2024__patch6-hotfix2-04-01-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-5-hf-1-PO.html,01-24-2025_0005,glide-xanadu-07-02-2024__patch5-hotfix1-01-21-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-7a-hf-1-PO.html,05-06-2025_1203,glide-xanadu-07-02-2024__patch7a-hotfix1-04-27-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-5-hf-2-PO.html,03-02-2025_0728,glide-xanadu-07-02-2024__patch5-hotfix2-02-27-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-8.html,04-03-2025_0833,glide-xanadu-07-02-2024__patch8-03-26-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-8-hf-2-PO.html,04-23-2025_2116,glide-xanadu-07-02-2024__patch8-hotfix2-04-23-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-6.html,02-11-2025_1128,glide-xanadu-07-02-2024__patch6-01-29-2025
https://servicenow-be-prod.servicenow.com/api/bundle/xanadu-release-notes/page/release-notes/quality/xanadu-patch-7.html,03-06-2025_0935,glide-xanadu-07-02-2024__patch7-02-27-2025
